id	antibody	tf_uniprot_id	tf_uniprot_ac	protein_names	gene_names	species	cell_title	treatment	experiment_type	GEO_GSE	GEO_GSM	ENCODE	PUBMED	control_antibody	control_GEO_GSE	control_GEO_GSM	control_ENCODE	FRiP_GEM	FRiP_MACS	FRiP_PICS	FRiP_SISSRS	estFragLen	NSC	RSC	NRF	PBC1	PBC2
EXP040980	Myc	A5JNG8	A5JNG8_DANRE	Nanog (Nanog homeobox) (Nanog protein) (Ovary-expressed homeobox protein) (Zgc:193933)	nanog hacp Nanog zgc:193933	Danio rerio	4.5 hpf embryos	None	normal	GSE34683	GSM853235	None	22421047	WCE (none)	GSE34683	GSM853238	None	0.105279515	0.276672961	0.244250108	0.078109595	5351	1.521172	1.177502	0.853141	0.856051	7.068342
EXP040971	"anti-KAP1 (ab10483, Abcam)"	Q62318	TIF1B_MOUSE	Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-A-interacting protein) (KRIP-1) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28)	Trim28 Kap1 Krip1 Tif1b	Mus musculus	Neuro-2A cells	None	normal	GSE110032	GSM2986447	None	None	None	GSE110032	GSM2986445	None	0.01101511	0.040329626	0.017745715	0.013530134	4361	1.149784	2.15913	0.586494	0.592954	2.493275
EXP040967	HPA004820	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	100nm E2 (45 min)	normal	GSE109820	GSM2970419	None	None	Input	GSE109820	GSM2970437	None	0.046762691	0.082668606	0.005127535	0.035677369	2141	1.308002	1.735279	0.785851	0.791497	4.840641
EXP040966	HPA004820	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	100nm E2 (45 min)	normal	GSE109820	GSM2970418	None	None	Input	GSE109820	GSM2970436	None	0.083844542	0	0.032241147	0.055037116	1940	1.666909	1.75686	0.786413	0.798004	5.073839
EXP040965	HPA004820	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	100nm E2 (45 min)	normal	GSE109820	GSM2970417	None	None	Input	GSE109820	GSM2970435	None	0.051450804	0	0.022065558	0.041074714	1520	1.357412	1.760055	0.81809	0.824067	5.756376
EXP040964	HPA004820	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	control	normal	GSE109820	GSM2970416	None	None	Input	GSE109820	GSM2970434	None	0.031581275	0.054547559	0.025842302	0.028607352	1520	1.18406	1.616512	0.822219	0.825522	5.756771
EXP040963	HPA004820	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	control	normal	GSE109820	GSM2970415	None	None	Input	GSE109820	GSM2970433	None	0.052027757	0.080417664	0.003101072	0.03827703	1174	1.353871	1.693579	0.789112	0.796978	4.985254
EXP040928	Cell Signaling Cat#8363 Lot9	P24270	CATA_MOUSE	Catalase (EC 1.11.1.6)	Cat Cas-1 Cas1	Mus musculus	spleen	T-ALL-JAK3+HOXA9 active	normal	GSE109653	GSM2947940	None	None	None	GSE109653	GSM2947946	None	0.008707839	0.167593262	0.001545706	0.030386202	548	1.049114	1.017104	0.69448	0.693384	3.119558
EXP040927	STAT5 Cell Signaling Cat#8363 Lot9	P42230	STA5A_MOUSE	Signal transducer and activator of transcription 5A (Mammary gland factor)	Stat5a Mgf Mpf	Mus musculus	spleen	T-ALL- JAK3 active	normal	GSE109653	GSM2947934	None	None	None	GSE109653	GSM2947939	None	0.015857829	0.22411922	0	0.065137952	5705	1.085726	1.059109	0.826392	0.835136	5.991951
EXP040920	EZH2	Q15910	EZH2_HUMAN	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)	EZH2 KMT6	Homo sapiens	KG1 (acute myeloid leukemia)	None	normal	GSE109619	GSM2947308	None	None	None	GSE109619	GSM2947314	None	0.001178124	0	6.70E-05	0.000648421	3167	1.012847	0.5421372	0.965504	0.967297	30.820134
EXP040922	PLZF	Q05516	ZBT16_HUMAN	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145	Homo sapiens	KG1 (acute myeloid leukemia)	None	normal	GSE109619	GSM2947310	None	None	None	GSE109619	GSM2947314	None	0.003969584	0	0.000295119	0.00150098	3031	1.019468	0.7431197	0.95834	0.960405	25.508056
EXP040915	rabbit anti-CLAMP	Q961A1	Q961A1_DROME	LD26873p	Clamp CG1832	Drosophila melanogaster	S2 cells	GAF RNAi	normal	GSE107059	GSM2860405; GSM2860409; GSM2860413; GSM2860417	None	None	None	GSE107059	GSM2860404; GSM2860408; GSM2860412; GSM2860416	None	0.024419005	0.048244904	0	0.001961901	2143	1.030701	1.175878	0.783401	0.813044	5.708486
EXP040916	rabbit anti-GAF	Q08605	GAGA_DROME	Transcription factor GAGA (Adh transcription factor 2) (GAGA factor) (GAF) (Neural conserved at 70F) (Trithorax-like protein)	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Drosophila melanogaster	S2 cells	GAF RNAi	normal	GSE107059	GSM2860406; GSM2860410; GSM2860414; GSM2860418	None	None	None	GSE107059	GSM2860404; GSM2860408; GSM2860412; GSM2860416	None	0.081520779	0.10166856	0.003817872	0.030168745	3466	1.064484	1.677892	0.766971	0.831359	6.639073
EXP040917	goat anti-MSL3	P50536	MSL3_DROME	Protein male-specific lethal-3	msl-3 CG8631	Drosophila melanogaster	S2 cells	GAF RNAi	normal	GSE107059	GSM2860407; GSM2860411; GSM2860415; GSM2860419	None	None	None	GSE107059	GSM2860404; GSM2860408; GSM2860412; GSM2860416	None	0.000120013	0.034848266	0	1.53E-05	1960	1.020609	1.099317	0.756924	0.756528	4.026232
EXP040912	rabbit anti-CLAMP	Q961A1	Q961A1_DROME	LD26873p	Clamp CG1832	Drosophila melanogaster	S2 cells	GFP RNAi	normal	GSE107059	GSM2860389; GSM2860393; GSM2860397; GSM2860401	None	None	None	GSE107059	GSM2860388; GSM2860392; GSM2860396; GSM2860400	None	0.040854052	0.059186829	0	0.002764396	1698	1.046621	1.360043	0.754966	0.781415	4.660799
EXP040910	rabbit anti-GAF	Q08605	GAGA_DROME	Transcription factor GAGA (Adh transcription factor 2) (GAGA factor) (GAF) (Neural conserved at 70F) (Trithorax-like protein)	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Drosophila melanogaster	S2 cells	CLAMP RNAi	normal	GSE107059	GSM2860422; GSM2860426; GSM2860430	None	None	None	GSE107059	GSM2860420; GSM2860424; GSM2860428; GSM2860432	None	0.162580488	0.214116106	0.002212597	0.040104693	1702	1.105506	1.606206	0.734415	0.854971	8.196218
EXP040896	SUMO2/3 (Cedarlane M114-3)	P61956	SUMO2_HUMAN	Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)	SUMO2 SMT3B SMT3H2	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	vehicle for 30 min	normal	GSE108883	GSM2915393; GSM2915394	None	None	None	GSE108883	GSM2915400; GSM2915401; GSM2915402	None	0.000347206	0.00646941	0.000942457	0.000736853	1706	1.027144	1.664697	0.95285	0.954943	22.545188
EXP040897	SUMO2/3 (Cedarlane M114-3)	P61956	SUMO2_HUMAN	Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)	SUMO2 SMT3B SMT3H2	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	ICI for 3h	normal	GSE108883	GSM2915397; GSM2915398	None	None	None	GSE108883	GSM2915400; GSM2915401; GSM2915402	None	0.000193318	0.002650128	0.001004574	0.00030961	1566	1.028301	1.728813	0.955751	0.957462	23.82356
EXP040880	anti-GFP	Q9V6Q2	None	None	None	Drosophila melanogaster	0-24 h embryos	OregonR	normal	GSE105100	GSM2817949	None	29305387	None	GSE105100	GSM2817948	None	3.33E-05	0.000454234	7.07E-05	2.74E-05	1890	1.044719	13.21321	0.781628	0.80687	5.805594
EXP040879	anti-CidM	Q9V6Q2	None	None	None	Drosophila melanogaster	S2-DRSC (embryonic stem cells)	None	normal	GSE105100	GSM2817940	None	29305387	None	GSE105100	GSM2817939	None	0.002528175	0.016432831	0	0	2093	1.044376	12.97653	0.842916	0.854525	7.065233
EXP040876	anti-CidH epitope	Q9V6Q2	None	None	None	Drosophila melanogaster	S2-DRSC (embryonic stem cells)	None	normal	GSE105100	GSM2817934	None	29305387	None	GSE105100	GSM2817933	None	0.000810574	0.003951949	0.000176271	0.003330041	1885	1.077107	21.07211	0.75695	0.793252	5.546501
EXP040875	CID-GFP	Q9V6Q2	None	None	None	Drosophila melanogaster	0-24 h embryos	None	normal	GSE105100	GSM2817932	None	29305387	None	GSE105100	GSM2817931	None	0.009445899	0.096137231	0	0	2277	1.051605	3.76322	0.748524	0.84087	7.09677
EXP040858	Hoxb5	P09079	HXB5_MOUSE	Homeobox protein Hox-B5 (Homeobox protein H24.1) (Homeobox protein Hox-2.1) (Homeobox protein Mu-1)	Hoxb5 Hox-2.1 Hoxb-5	Mus musculus	pre-pro-B-cells	None	normal	GSE105007	GSM2862116	None	None	None	GSE105007	GSM2862117	None	0.218117419	0.409250812	0.044047952	0.198946508	2995	2.107546	1.042759	0.805119	0.904159	11.013864
EXP040853	"anti-SMAD2/3 antibody (BD Transduction Laboratories, catalog# 610843, lot# 2104740)"	Q15796	SMAD2_HUMAN	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2)	SMAD2 MADH2 MADR2	Homo sapiens	HS578T (invasive ductal breast carcinoma)	TGF__3 1.5h	normal	GSE104352	GSM2795970	None	29186616	None	GSE104352	GSM2795972	None	0.000304236	0.007237685	0.000283528	0.006622144	3154	1.012645	0.4908301	0.532682	0.598236	3.167763
EXP040854	"anti-SMAD2/3 antibody (BD Transduction Laboratories, catalog# 610843, lot# 2104740)"	Q15796	SMAD2_HUMAN	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2)	SMAD2 MADH2 MADR2	Homo sapiens	HS578T (invasive ductal breast carcinoma)	TGF__3 16h	normal	GSE104352	GSM2795971	None	29186616	None	GSE104352	GSM2795972	None	0.000528392	0	0.00011234	0.001358145	3510	1.014203	0.5583063	0.573375	0.619213	3.137889
EXP040848	KDM6A	O70546	KDM6A_MOUSE	Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously transcribed TPR protein on the X chromosome) (Ubiquitously transcribed X chromosome tetratricopeptide repeat protein)	Kdm6a Utx	Mus musculus	E14TG2A (embryonic stem cells)	None	normal	GSE103180	GSM2756667	None	29033324	None	GSE103180	GSM2756664; GSM2756665	None	0.006995397	0.042854251	0.254202407	0.010420896	3734	1.037301	1.162476	0.890757	0.906227	10.562478
EXP040849	Ezh2	Q61188	EZH2_MOUSE	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2)	Ezh2 Enx1h	Mus musculus	E14TG2A (embryonic stem cells)	None	normal	GSE103180	GSM2756662; GSM2756663	None	29033324	None	GSE103180	GSM2756664; GSM2756665	None	0.001339301	0.073653582	0	0.038685836	4628	1.033047	0.8411212	0.835885	0.851472	6.628178
EXP040841	SMRC1	Q92922	SMRC1_HUMAN	SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1)	SMARCC1 BAF155	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE108514	GSM2902640	None	None	None	GSE108514	GSM2902643	None	0.092753766	0.172820444	0	0.028757425	5001	1.313008	1.502583	0.806107	0.802151	4.930061
EXP040842	SATB1	Q01826	SATB1_HUMAN	DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1)	SATB1	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE108514	GSM2902641	None	None	None	GSE108514	GSM2902643	None	0.002415431	0.011924885	0	0.005642533	4985	1.098975	1.679222	0.714419	0.704285	3.256899
EXP040843	NFIC	P08651	NFIC_HUMAN	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	NFIC NFI	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE108514	GSM2902642	None	None	None	GSE108514	GSM2902643	None	0.037197942	0.071745139	0.000156344	0.024381345	4977	1.1765	1.685814	0.860983	0.859437	6.992866
EXP040838	MACS anti-GFP microbeads (Miltenyi Biotec; Cat. # 130-091-125)	Q38876	AGL8_ARATH	Agamous-like MADS-box protein AGL8 (Floral homeotic protein AGL8) (Transcription factor FRUITFULL)	AGL8 FUL At5g60910 MSL3.3	Arabidopsis thaliana	inflorescence meristems	None	normal	GSE108455	GSM2898768; GSM2898769	None	29422669	MACS anti-GFP microbeads (Miltenyi Biotec; Cat. # 130-091-125)	GSE108455	GSM2898770	None	0.090768746	0.386397942	0.000734822	0.006412658	4710	1.081184	2.078213	0.608287	0.654898	2.928346
EXP040835	"GATA2 (Santa Cruz Biotechnologies, sc-9008)"	P23769	GATA2_HUMAN	Endothelial transcription factor GATA-2 (GATA-binding protein 2)	GATA2	Homo sapiens	endometrial stromal cells	None	normal	GSE108408	GSM2897813	None	None	None	GSE108408	GSM2897814	None	0.1751458	0	0.085330569	0.080716408	2141	2.498844	1.907665	0.620927	0.60447	2.354085
EXP040828	"LSD1 - abcam, ab17721, GR307810-1"	Q6ZQ88	KDM1A_MOUSE	Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)	Kdm1a Aof2 Kiaa0601 Lsd1	Mus musculus	bone marrow-derived  macrophages	LPS 1hr	normal	GSE107989	GSM2885358	None	None	input	GSE107989	GSM2885352	None	0.022507485	0.193980381	0.130381217	0.129362118	864	2.148717	0.7524705	0.845189	0.928873	14.725916
EXP040830	"p65 - Santa Cruz, SC-372 (C-20), A2298"	Q5DU09	ZN652_MOUSE	Zinc finger protein 652	Znf652 Kiaa0924 Zfp652	Mus musculus	bone marrow-derived  macrophages	control	normal	GSE107989	GSM2885360	None	None	input	GSE107989	GSM2885352	None	0.043607251	0.098575825	0.050509162	0.062000012	1173	4.549477	0.4478009	0.906994	0.941881	18.464657
EXP040832	"p65 - Santa Cruz, SC-372 (C-20), A2298"	Q5DU09	ZN652_MOUSE	Zinc finger protein 652	Znf652 Kiaa0924 Zfp652	Mus musculus	bone marrow-derived  macrophages	LPS 1hr	normal	GSE107989	GSM2885362	None	None	input	GSE107989	GSM2885352	None	0.026660164	0.18566975	0.129502699	0.138867115	2141	2.566605	0.5342435	0.824614	0.92968	15.034123
EXP040818	INO80 ab105451	Q9ULG1	None	None	None	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE107730	GSM2877257; GSM2877258; GSM2877259	None	None	None	GSE107730	GSM2877260; GSM2877261	None	0.000206538	0	0.000184074	0.001777802	1710	1.020564	1.422977	0.994147	0.994562	185.954449
EXP040819	MCRS1	Q96EZ8	MCRS1_HUMAN	Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE107730	GSM2877262; GSM2877263	None	None	None	GSE107730	GSM2877260; GSM2877261	None	0.000160659	0	0	0.000185632	1736	1.020402	1.363639	0.971313	0.970849	33.410669
EXP040820	RUVBL1	Q9Y265	None	None	None	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE107730	GSM2877264; GSM2877265	None	None	None	GSE107730	GSM2877260; GSM2877261	None	0.000269108	0	0	0.000529282	1766	1.015562	1.564737	0.97947	0.979373	47.644669
EXP040821	RUVBL2	Q9Y230	None	None	None	Homo sapiens	HepG2 (hepatoblastoma)	None	normal	GSE107730	GSM2877266; GSM2877267	None	None	None	GSE107730	GSM2877260; GSM2877261	None	0.000139729	0.043841002	0	0.000140084	1713	1.01801	1.437099	0.975647	0.97554	40.084025
EXP040816	"RXRA (Perseus Proteomics, K8508, lot A2)"	P19793	RXRA_HUMAN	Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha)	RXRA NR2B1	Homo sapiens	Bladder carcinoma (JMSU-1)	genotype: RXRA S427F	normal	GSE107734	GSM2877305; GSM2877306; GSM2877307	None	None	None	GSE107734	GSM2877294; GSM2877295	None	0.015583012	0.057645974	0.002703357	0.005807313	1557	1.05343	1.029691	0.651212	0.659407	3.024042
EXP040815	"RXRA (Perseus Proteomics, K8508, lot A2)"	P19793	RXRA_HUMAN	Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha)	RXRA NR2B1	Homo sapiens	Bladder carcinoma (JMSU-1)	genotype: RXRA WT	normal	GSE107734	GSM2877302; GSM2877303; GSM2877304	None	None	None	GSE107734	GSM2877292; GSM2877293	None	0.010588289	0.044369473	0.003733544	0.008398789	2464	1.032217	0.808303	0.850914	0.848601	6.417788
EXP040811	"GATA1 Abcam, ab11852, 772403"	P15976	GATA1_HUMAN	Erythroid transcription factor (Eryf1) (GATA-binding factor 1) (GATA-1) (GF-1) (NF-E1 DNA-binding protein)	GATA1 ERYF1 GF1	Homo sapiens	K562 (myelogenous leukemia)	MYO1D Hub KO	normal	GSE107726	GSM2877121; GSM2877122	None	None	none (input)	GSE107726	GSM2877125; GSM2877126	None	0.03430736	0	0.003585379	0.00980912	2321	1.157096	1.396842	0.956561	0.958142	24.116799
EXP040812	"TAL1 Santa Cruz Biotechnology,sc-12984,C1315"	P17542	TAL1_HUMAN	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Class A basic helix-loop-helix protein 17) (bHLHa17) (Stem cell protein) (T-cell leukemia/lymphoma protein 5)	TAL1 BHLHA17 SCL TCL5	Homo sapiens	K562 (myelogenous leukemia)	MYO1D Hub KO	normal	GSE107726	GSM2877123; GSM2877124	None	None	none (input)	GSE107726	GSM2877125; GSM2877126	None	0.061454069	0	0.015429037	0.026083331	2863	1.494485	1.669077	0.937912	0.943103	18.408228
EXP040810	"TAL1 Santa Cruz Biotechnology,sc-12984,C1315"	P17542	TAL1_HUMAN	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Class A basic helix-loop-helix protein 17) (bHLHa17) (Stem cell protein) (T-cell leukemia/lymphoma protein 5)	TAL1 BHLHA17 SCL TCL5	Homo sapiens	K562 (myelogenous leukemia)	MYO1D Non-hub KO	normal	GSE107726	GSM2877115; GSM2877116	None	None	none (input)	GSE107726	GSM2877117; GSM2877118	None	0.101657766	0.116099329	0.040436336	0.041035995	2141	1.979957	1.479295	0.900431	0.909782	11.735323
EXP040807	"GATA1 Abcam, ab11852, 772403"	P15976	GATA1_HUMAN	Erythroid transcription factor (Eryf1) (GATA-binding factor 1) (GATA-1) (GF-1) (NF-E1 DNA-binding protein)	GATA1 ERYF1 GF1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE107726	GSM2877105; GSM2877106	None	None	none (input)	GSE107726	GSM2877109; GSM2877110	None	0.10492632	0.202224801	0.292887568	0.12218729	2319	1.595797	1.45309	0.932598	0.934453	15.485098
EXP040808	"TAL1 Santa Cruz Biotechnology,sc-12984,C1315"	P17542	TAL1_HUMAN	T-cell acute lymphocytic leukemia protein 1 (TAL-1) (Class A basic helix-loop-helix protein 17) (bHLHa17) (Stem cell protein) (T-cell leukemia/lymphoma protein 5)	TAL1 BHLHA17 SCL TCL5	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE107726	GSM2877107; GSM2877108	None	None	none (input)	GSE107726	GSM2877109; GSM2877110	None	0.185393067	0.263956949	0	0.192518981	2458	3.279732	1.605531	0.73918	0.741892	3.79744
EXP040799	"anti-SKI (sc-9140, Santa Cruz)"	P12755	SKI_HUMAN	Ski oncogene (Proto-oncogene c-Ski)	SKI	Homo sapiens	HL-60 (acute myeloid leukemia)	None	normal	GSE107553	GSM2871151	None	None	"rabbit IgG (I5006, Sigma)"	GSE107553	GSM2871146	None	0.016027974	0	0.014667461	0.020960898	1751	1.077277	1.126493	0.960201	0.961902	26.574153
EXP040800	"anti-RUNX1 (ab23980, Abcam)"	Q01196	RUNX1_HUMAN	Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)	RUNX1 AML1 CBFA2	Homo sapiens	HL-60 (acute myeloid leukemia)	None	normal	GSE107553	GSM2871154	None	None	"rabbit IgG (I5006, Sigma)"	GSE107553	GSM2871145	None	0.019668411	0	0	0.024138132	1500	1.116511	1.299651	0.962596	0.965116	29.16705
EXP040801	"anti-CEBPbeta (sc-150, Santa Cruz)"	P17676	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5)	CEBPB TCF5 PP9092	Homo sapiens	HL-60 (acute myeloid leukemia)	None	normal	GSE107553	GSM2871156	None	None	"rabbit IgG (I5006, Sigma)"	GSE107553	GSM2871145	None	0.016490958	0	0.008077963	0.01360177	1559	1.06211	1.248661	0.974029	0.97623	43.172491
EXP040802	"anti-SKI (sc-9140, Santa Cruz)"	P12755	SKI_HUMAN	Ski oncogene (Proto-oncogene c-Ski)	SKI	Homo sapiens	HL-60 (acute myeloid leukemia)	None	normal	GSE107553	GSM2871150; GSM2871153	None	None	"rabbit IgG (I5006, Sigma)"	GSE107553	GSM2871145	None	0.116987601	0.204780152	0.039482158	0.034286106	94	1.767795	1.176449	0.683762	0.796843	6.70753
EXP040770	oef-1	G4SGI5	G4SGI5_CAEEL	Oocyte Excluded Factor	oef-1 CELE_F49E8.2 F49E8.2	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	None	normal	GSE107190	GSM2862374; GSM2862375	None	29167199	None	GSE107190	GSM2862376	None	0.018144157	0.138346385	0.028524175	0.025161214	2482	1.041929	1.288488	0.756108	0.746789	3.744387
EXP040768	CTCF	P49711	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	CTCF	Homo sapiens	CD34+ hematopoietic stem cells	None	normal	GSE107147	GSM2861703	None	None	None	GSE107147	GSM2861706	None	0.158324631	0	0.191027107	0.159977211	94	2.88677	1.125863	0.554377	0.544377	2.160898
EXP040765	STF1	P35175	CYT1_MOUSE	Stefin-1	Stfa1 Stf-1 Stf1	Mus musculus	Leydig cells	vehicle	normal	GSE106955	GSM2858139	None	None	None	GSE106955	GSM2858138	None	0.002211018	0.019910358	0.027543411	0.002679527	593	1.036192	1.068805	0.704613	0.693943	2.967085
EXP040733	SMC4	Q12267	SMC4_YEAST	Structural maintenance of chromosomes protein 4	SMC4 YLR086W L9449.5	Saccharomyces cerevisiae	S. cerevisiae cells	None	normal	GSE106104	GSM2829780	None	None	None	GSE106104	GSM2829779	None	0.01812252	0.119969749	0.019845637	0.038380835	5103	1.003554	0.6583085	0.757685	0.803013	4.904331
EXP040726	"anti-STAT1 (Santa Cruz, sc-592, clone M-22, lot# F1312)"	P42225	STAT1_MOUSE	Signal transducer and activator of transcription 1	Stat1	Mus musculus	primary splenic NK cells	IFNa	normal	GSE106137	GSM2888595	None	None	None	GSE106137	GSM2888596	None	0	2.43E-06	0	0	2708	1.116209	21.93825	0.940921	0.948256	20.294391
